,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
102,0.019265139864499847,0.038814205728814555,-0.03693519031415682,-0.07049180327868854,0.08144370513044996,0.025351252290775728,0.04807983066223165,0.04807983066223165,0.05263157894736836,-0.0434782608695653,0.8988697204045211,0.3104325699745547,-0.6625615763546798,0.560490045941807,0.121015567086731,-0.004329004329004182,0.005246166263115359,0.57720207253886,0.08205128205128198,-0.11299435028248583,0.0153158902361199,inf,0.06109121550452934,0.03374777975133214,-0.0980392156862745,0.11760513186029953
101,0.019265139864499847,0.038814205728814555,-0.03693519031415682,-0.07049180327868854,0.08144370513044996,0.025351252290775728,0.04807983066223165,0.04807983066223165,0.05263157894736836,-0.0434782608695653,0.8988697204045211,0.3104325699745547,-0.6625615763546798,0.560490045941807,0.121015567086731,-0.004329004329004182,0.005246166263115359,0.57720207253886,0.08205128205128198,-0.11299435028248583,0.0153158902361199,inf,0.06109121550452934,0.03374777975133214,-0.0980392156862745,0.11760513186029953
100,0.03756754001427254,0.04129563089100663,0.03288757420759647,-0.06385949441505001,0.0421785504665142,0.025351252290775728,0.04807983066223165,0.04807983066223165,0.05263157894736836,-0.0434782608695653,0.8988697204045211,0.3104325699745547,-0.6625615763546798,0.560490045941807,0.1684575962969086,-0.03985507246376818,0.005246166263115359,0.57720207253886,0.04502369668246464,-0.11299435028248583,0.0153158902361199,0.9375,0.004367679174111627,0.03374777975133214,-0.0980392156862745,0.1123157596371882
99,0.032444116924588595,0.04438387677535505,0.03277514816435301,0.06868671010283389,0.032120870797972545,0.08275245755138516,-0.08049624927870747,-0.08049624927870747,-0.08333333333333326,-0.0434782608695653,0.5736215538847118,-0.6532038834951457,-5.635036496350365,1.873405299313052,0.4142614601018675,0.004528301886792541,0.005246166263115359,0.57720207253886,0.03174603174603163,-0.03821656050955413,0.0153158902361199,0.5161290322580645,-0.00019766752322591952,0.03374777975133214,-0.0980392156862745,-0.022743199337453057
98,0.3806446700990702,-0.05133239160102476,0.7623339110340843,1.0822315263699132,0.007695636630477676,-0.6815780785737867,-0.08973956699090058,-0.08973956699090058,-0.0818181818181819,-0.0434782608695653,0.0804300218992633,42.244120940649495,-23.485826771653542,-2.58025956284153,-0.46288515406162467,0.16078136739293747,0.005246166263115359,0.57720207253886,0.00659340659340657,0.1258278145695364,0.0153158902361199,0.34042553191489366,-0.2700672202451563,0.03374777975133214,-0.0980392156862745,-0.544393741851369
97,0.031246122668431298,0.11894606667844432,-0.002873751611704778,0.0810477114383985,0.08955112405706167,1.9675133920857095,0.3553946914856947,0.3553946914856947,0.3465346534653466,-0.0434782608695653,-0.4770591487009398,-0.9855504052619313,-0.9341667542108765,-1.9550464663929112,0.8230582976345688,0.12815533980582527,0.005246166263115359,0.57720207253886,0.08951965065502177,0.12058823529411766,0.0153158902361199,0.25396825396825395,0.05633802816901423,0.03374777975133214,-0.0980392156862745,0.035055086564601545
96,0.009123904630131019,-0.005255322988090949,-0.0002301243767465211,-0.07763093489965733,0.023752399232245702,-0.05968671752169108,-0.1681078331637843,-0.1681078331637843,-0.1691176470588237,-0.0434782608695653,0.631430584918957,2.9587813620071683,-2.3074468085106385,-0.9753337859244173,0.011136085002043217,0.06597819850831899,-0.050582095543958205,0.57720207253886,0.024048096192384794,-0.023622047244094446,0.0153158902361199,0.20253164556962022,0.014615384615384475,-0.0034364261168384758,-0.08695652173913049,0.07837987282278136
95,-0.05604350475584874,-0.06786386413622658,-0.039283600412127084,-0.05977145687398289,-0.08163982724563934,0.01058954669308898,2.7542036074594924,2.7542036074594924,2.796460176991151,-0.0434782608695653,-0.3278617710583154,-0.9162516976007243,0.15378356387306757,-2.238532110091743,-0.013640497120339545,0.1404736275565126,0.6714587737843551,0.57720207253886,-0.027397260273972712,0.11559139784946248,0.1583909490886235,0.16842105263157903,-0.027040687389436435,0.7405172413793102,-0.09523809523809523,-0.008588642481733189
94,0.011325441544863146,0.006713694964728845,0.024517969195664513,-0.06552781592760526,-0.009751918484898203,0.10288620626263856,-0.7210097719869707,-0.7210097719869707,-0.8484848484848485,-0.0434782608695653,1.4633676092544987,13.464864864864865,0.6653737658674188,-2.725925925925926,0.023868059823806576,0.19537517697026874,0.01998482165443982,0.02562417871222067,-0.010060362173038184,0.22891566265060215,-0.29408572978838854,0.15315315315315314,-0.02103896103896108,-0.16121842496285288,0.21052631578947367,0.07732092061029228
93,-0.017491760624457897,-0.07033779538974527,-0.07406541275515321,-0.10680491242198509,0.07602253064830844,-0.009167685298366535,0.1360186806771746,0.1360186806771746,0.0923076923076922,-0.0434782608695653,-0.7117140620923559,-0.1894618834080718,-0.8174888841837815,-5.339055793991417,-0.10115057528764382,0.15475720489538114,-0.0022321428571429047,0.011531069827034113,0.07520325203252032,0.16666666666666674,0.11299000768639522,0.1328125,0.09525072963650838,-0.011514614703277304,0.021739130434782483,0.0408065290446471
92,0.006948956244173798,0.05494476933073433,0.006049453985664144,0.01819001465118908,0.008228411112631617,-0.047664442326024736,-0.11176772867420348,-0.11176772867420348,-0.11267605633802813,-0.0434782608695653,1.6542986425339365,-1.0087597971415398,2.9315545243619487,-3.2413452027695353,0.252226179875334,0.032136752136752156,0.011682823763360606,0.023432552248258354,0.018903591682419618,-0.04033613445378159,0.024861878453038555,0.11724137931034484,0.001211240310077466,-0.0038829151732376888,0.02127659574468077,0.03609317343173424
91,-0.014447218559766606,-0.048806326837320446,-0.04052551673022442,-0.07152660940405564,0.02256646928075745,0.06217982688570922,0.20219843795198145,0.20219843795198145,0.20634920634920628,-0.0434782608695653,-0.18104330037504257,-71.21052631578948,1.1820596046031278,-2.707413945278023,-0.34391111111111106,-0.009274594236502232,-0.3675675675675675,-0.3502475247524752,0.012987012987013102,-0.028021015761821366,-0.024932614555255972,0.1049382716049383,0.037744979433825376,-0.3682158920539731,0.04166666666666674,0.024485253199777457
90,0.01810315381987926,0.007899917115623767,0.02255142597276394,0.006699887937817506,0.01217913617734423,0.14257996563002373,-0.10250240615976902,-0.10250240615976902,-0.10526315789473684,-0.0434782608695653,0.4641965029142381,-0.10344827586206895,-0.3286004056795132,-1.1953993279917292,0.10242514564422156,0.20260782347041117,-0.00815850815850816,0.021904761904762093,0.0073260073260073,0.18738738738738747,0.8078783690393918,0.0949720670391061,-0.0058288645371881165,-0.015662078785002365,0.040000000000000036,0.0011950027159153276
